text,label
"@user It means you have anxiety depression. Enjoy.",OTHER
"good load of anxiety just now",MENTAL_HEALTH
"@user Thanks for this, Peter. Very helpful if depressing. Is Barnier still ruling out at UK-wide backstop? If so, why?",OTHER
"My anxiety is so bad that I get nervous to hang up a phone call first after we both say bye lmao",MENTAL_HEALTH
"@user Bless my therapist who is currently on HER vacation, but she's still messaging me about my vacation anxiety.",MENTAL_HEALTH
"okay can y'all stop speaking on shit u don't understand aka : social anxiety",MENTAL_HEALTH
"That yüng depression is kicking in so imma step away from here for a bit peace and blessings",MENTAL_HEALTH
"Depressed shit 😉",MENTAL_HEALTH
"i get anxiety about this all the time, save the earth!!!!",MENTAL_HEALTH
"Didn't expect anxiety the minute I logged on to Twitter but we'll what do I know",OTHER
"LRT someone took something I was selling, when I demanded my money wandixelela nge depression yakhe *sigh*",OTHER
"i'm on my first train home and i was so anxious but everything has gone pretty well so far and i'm proud of myself",OTHER
"it's 2019 and i'm still depressed",MENTAL_HEALTH
"Why is everyone depressed on twitter.?",OTHER
"Me, an hour after deciding to go to bed, having an anxiety attack and never went to bed",MENTAL_HEALTH
"The realization of this tweet just depressed me 😢",OTHER
"@user Yea I don't wanna know depressing sh*t I wanna see a new fish or some sort of sea monster",OTHER
"Magstop kana ate u r giving me anxiety",OTHER
"When your method to calm your anxiety is giving you MORE anxiety lol love my life",MENTAL_HEALTH
"@user Bi-polar, anxiety, Depression wouldn't hurt a soul.",OTHER
"Anxious Buttercup. Perfect! ❤️😂",OTHER
"'Anxiety ridden, thought-provoking' I love that",OTHER
"@user Omg I am so depressed right now",MENTAL_HEALTH
"@user Antidepressants in a nutshell",OTHER
"i really really love living in a constant state of stomach-turning anxiety",MENTAL_HEALTH
"I'm so depressed Bc I won't go to the gym today wtf",OTHER
"I find it weird how in 8th grade I was this pretty depressed working student and now I'm a not-so-depressed lazy ass student.",OTHER
"@user my antidepressants waking up my happy chemicals every morning",MENTAL_HEALTH
"@user I just realized the paint in my bedroom is very close to  Dolphins colors.Now I'm depressed thanks Janine.😂😂",OTHER
"We are hitting critical levels of pre-trip anxiety",OTHER
"In a relationship with depression black dog",OTHER
"No time to be depressed i got personal works to do haha",OTHER
"In the mood to listen to depressing songs and cry my eyes out",OTHER
"Thinking about it and strongly considering it right now...#Depression #LowMood #WhatsThePoint",MENTAL_HEALTH
"@user Welp. Another thoroughly depressing start.",OTHER
"My dreams make me so depressed lately lmao",OTHER
"im having a depressive episode",MENTAL_HEALTH
"A depressed thot?!?...I feel seen.",MENTAL_HEALTH
"Bitch idc u depressed I jus want the pussy",OTHER
"Well this is depressing.",OTHER
"@user I really feel you with that. Anxiety kicks my ass a lot lately and I'm honestly so tired like mentally it's weird",MENTAL_HEALTH
"@user 🐰 // CHRONO WOULD BE SO DEPRESSED",OTHER
"@user Listening to old podcasts which have been piling up on my computer. Anything but Brexit news, it's too depressing!",OTHER
"i don't even have the guts to tell them knowing that they'll scold me back for being 'dEpReSsEd'",MENTAL_HEALTH
"i might just be really stoned but likealmost no anxiety rn, it's really surprising i just feel likeweird? like maybe i'm just sleepy",OTHER
"I hate when I get anxious in the middle of the night. I know everything is going to be okay. Has to be okay. &gt;&lt; It will be okay.",MENTAL_HEALTH
"If you've ever been depressed, shout out to you for making it this far 🖤",OTHER
"dunno whats worse anxiety waiting for a level results or getting up at 7 for them",OTHER
"@user ugh fbck ig stans for making me depressed??!",OTHER
"January lasted 6 months.February started 3 days ago.Winter may never end.I probably should get checked for depression.",MENTAL_HEALTH
"we love being depressed",MENTAL_HEALTH
"it's no wonder i am riddled with anxiety bc it seems everytime i try to do anything i would normally like to avoid it goes fucking wrong",MENTAL_HEALTH
"My anxiety has fucked me up like a million times and here it goes again fucking me up.",MENTAL_HEALTH
"@user @user Ok that literally gives me anxiety",OTHER
"Depression fucking sucks, man.",MENTAL_HEALTH
"I FUCJING HATE ANXIETY",MENTAL_HEALTH
"im getting v. v anxious",MENTAL_HEALTH
"turn depression to aggression",OTHER
"@user All depressing facts.",OTHER
"Depressed but keep smiling, well dressed, nd be strong",MENTAL_HEALTH
"made a bid on an ebay listing with 2m35s left on ittime to spend the next 2m35s anxiously refreshing this page",OTHER
"hi really bad depression that I was in 5 years ago, I'm back.",OTHER
"this basic things you do, like eat and drink, shouldn't give a person so much anxiety",MENTAL_HEALTH
"We anxiously waited for this?",OTHER
"I'm depressed 'So am I' but I didn't ask because I'm sobbing and you aren't bitch get fucked",MENTAL_HEALTH
"I've been having anxiety attacks ALL NIGHT. Send help.",MENTAL_HEALTH
"I don't sleep much at all now. My anxiety is super bad but I'm still not getting high like I was.",MENTAL_HEALTH
"@user Exactly and he still smashed your sister depressed or not I wouldn't forgive him so easily",OTHER
"I've legit never been to a brunch, that's depressing lmao",OTHER
"suffering and depressed can exo2018subs pls upload eps 16-20 ;-; i need to see my boys being cute and funny",OTHER
"When you wanna have big dick energy but you have social anxiety it's called soft dick energy. @user",MENTAL_HEALTH
"I like how only about half of my music I liked when I was depressed followed me out, I really think that's something worth noting 🤔",OTHER
"#TheRealityOfDepressionIsDogs don't get it. Stupid dogs WTF are they so happy about all the time?",OTHER
"My mom spent 160 dollars on two water jugs... lol and people wonder why I'm so depressed",MENTAL_HEALTH
"@user Always, with a passenger. Hence my anxiety!",MENTAL_HEALTH
"Summer school is depressing",OTHER
"Ummmmmmm excuse me I smell like CK Eternity and depression",MENTAL_HEALTH
"🎶Hello depression my old 'friend'You can go fuck yourself again",MENTAL_HEALTH
"@user Too depressed to even wanna do that 😪",MENTAL_HEALTH
"Depression taught me the importance of compassion and hard work, and that you can overcome enormous obstacles. – Rob Delaney",OTHER
"@user my anxiety attack",MENTAL_HEALTH
"Me: kitties! Yay!Me: depression.. yay",MENTAL_HEALTH
"@user Hey there, how ya feeling? Getting anxious to get back in the ring?",OTHER
"So that whole deep depression shit ppl was making fun of Kanye about..I felt that shit..&amp; its not coo🙅🏾‍♂️🙅🏾‍♂️",MENTAL_HEALTH
"just one day without anxiety. please.",MENTAL_HEALTH
"@user I kinda wish I was my true self. I wouldn't be depressed.",MENTAL_HEALTH
"I've been severely depressed lately, but at least I got a raise today ¯\_(ツ)_/¯",MENTAL_HEALTH
"my summer depression returns 🤣🤣🤣",MENTAL_HEALTH
"@user performance anxiety",MENTAL_HEALTH
"i'm already getting anxious for it",OTHER
"I feel so bad for my ex, I know his anxiety through the roof. Can't even have friends on social media. 😕",OTHER
"@user Just my normal anxious state, you?",MENTAL_HEALTH
"You don't come out of depressions the same, you lose a piece of peace each time.",OTHER
"The latest episode gave me depression.",OTHER
"Wish I could cut this depression out of me",MENTAL_HEALTH
"yes......it's true, not all heroes wear capes — today i used the crosswalk instead of anxiously power walking across the street",OTHER
"You forgot.. anxiety.",MENTAL_HEALTH
"People who gone through depression. (long or short period. please dm me)",OTHER
"#MyInnerFear is the fear of growing up and fitting into the reality of life. #BPD #MentalHealth #Anxiety",MENTAL_HEALTH
"People keep subtweeting me &amp; giving me all this anxiety &amp; for what? Please tell me what did I ever do to make you do such a thing?😔",OTHER
"i don't even talk to people on twitter but i still worry people are indirecting me cause i'm a dumb anxious bitch hhh",MENTAL_HEALTH
"I used to be good friends with my depression, saying oh I'm so depressed, or life is terrible.",MENTAL_HEALTH
"i need help anxiety wont let me sleep it's almost 2am and i need to wake up at 4am fuck fuck fuck",MENTAL_HEALTH
"Depression or just seeking attention? Ha ha",MENTAL_HEALTH
"Remember Chavez was against illegal immigration, because it depressed wages of his workers.  #LaborDayWeekend2018",OTHER
"It's not my fault my phone is so shitty it can only take depressing pictures.",OTHER
"@user ARE YOU GOING TO KILL ME OF ANXIETY",OTHER
"Depression was not on my vocab until Im struggling with this now.",MENTAL_HEALTH
"There is nothing men are so anxious to keep, and yet are so careless about, as life Jean de la Bruyère, Characters",OTHER
"oopsie looks like I'm on the brink of being all sad and depressed again why even fight it at this point",MENTAL_HEALTH
"Xanax is p great not gonna lie, I am no longer anxious but I also don't give a fuck about anything at all and it feels fantastic",OTHER
"luv getting to a doctors appt early but having to wait 15+ mins my anxiety is so bad rn",OTHER
"If I appear snappy, I apologize in advance. My paranoia/anxiety has been spiking up more than usual lately.",MENTAL_HEALTH
"@user I'm depressed. Can't watch that horrifying scene😭😭😭",OTHER
"i was ridiculously anxious during that part 💀",OTHER
"@user @user I'm so very sorry! This is so wrong! I know the anxiety you're dealing with &amp; my heart goes out to you!!",OTHER
"New guy at work: you look like someone who's dead inside and clearly you have depression.Me: yeah what's new",MENTAL_HEALTH
"seasonal depression starting to fade finally",MENTAL_HEALTH
"Shit is depressing bro",OTHER
"Not having your hair, nails &amp; eyebrows done is depressing asf 😭😩",OTHER
"dora the grown up is me. depressing huh",OTHER
"is it possible to have a 12+ hr long anxiety attack because i feel like I've been having one literally all day",MENTAL_HEALTH
"I got big dick energy last night all the sudden im not depressed",OTHER
"@user we depressed over here ok",MENTAL_HEALTH
"Stop confusing your nerves with anxiety. So many of y'all need to learn this",OTHER
"Drivers have also gone through drug rehabilitation. However, depression is something a little different.",OTHER
"today my mother told me one no wants to be around me bot even her because I have really bad depression and anxiety... that hit hard",MENTAL_HEALTH
"will MORE than likely try to stream today. Will keep ya updated, slept in and having extreme anxiety, hopefully a stream can happen.",OTHER
"@user Not that I don't want Q to post....but I'm anxiously awaiting YOUR next video. :)",OTHER
"@user @user @user Anxiously awaiting your review.",OTHER
"depressed bitch hours",MENTAL_HEALTH
"Depression is real. Check on your friends",MENTAL_HEALTH
"Being left on read by my favourite person or people leaves me a special kind of anxious and sad",OTHER
"5. Anxiety is/ the handmaiden of creativity. [T.S. Eliot]",OTHER
"So my depression thinks that it has everything all figured out.  Now really, how can that possibly be true?  Ok then self, just be HOPEful!",MENTAL_HEALTH
"I HATE anxiety",MENTAL_HEALTH
"DESTROYED BY MADNESSANXIETY IS FREEDOM",OTHER
"@user @user @user This thread is giving me anxiety.",OTHER
"@user Perfect way to cheer me up on this depressing day!",OTHER
"@user Thats called anxiety babe. Just gotta push though and trick ya mind to not let it bring you down.",OTHER
"I'm emotionally, physically and mentally depressed so please forgive me if I'm not the same person.",MENTAL_HEALTH
"Well.... I'm depressed",MENTAL_HEALTH
"don't wanna be depressed anymore. finally putting in work on that..",MENTAL_HEALTH
"I've got separation anxiety just thinking about leaving Olly and I'm no even on holiday yet 😢😢😢😢",OTHER
"no one: my anxiety: lol i don't think you locked the door",OTHER
"depressed hours: [OPEN]",MENTAL_HEALTH
"@user couple of anxious teenagers",OTHER
"dealing with anxiety without medication",MENTAL_HEALTH
"@user benzo withdrawals I'm depressed af but fuck a bar I got enough bad luck",MENTAL_HEALTH
"how do you actually get yourself out of depression",MENTAL_HEALTH
"We aren't all crazy irresponsible obesessed fan girls we're all queer and depressed BTS and Big Hit know this, there was a fucking survey",MENTAL_HEALTH
"Like I came here to see white teenagers wylin out. Not to be attacked with these depression hot takes @user",OTHER
"I will be forever depressed if Senegal doesn't  go through 😭",OTHER
"Collage in an anxious and malleable manner",OTHER
"@user Are*  frustration* jealousy* Depression*",OTHER
"To the guy who stole my antidepressants I hope you're happy now",MENTAL_HEALTH
"I need someone with nails to scratch my head I got anxiety for two second and bit all of mine",OTHER
"So is everyone just romanticizing depression and anxiety now? Is that supposed to be the new wave",OTHER
"i dug myself out of depression, this glow is personal baby",OTHER
"It's the same 8 niggas liking all my depressing shit.Y'all make me worry.",OTHER
"We're getting inspected by the state at work this week and my anxiety is already through the roof and I'm at home",OTHER
"@user but what if the only time we ever talk is whenever i can get over my anxiety (which is almost never, h a h)",MENTAL_HEALTH
"@user The dog was just anxious mostly",OTHER
"This gives me anxiety😶",OTHER
"Why do i get the anxiety at night 🤦🏻‍♀️",MENTAL_HEALTH
"God had to nerf me cos I was too powerful so he hit me with that seasonal depression... every season lmao",MENTAL_HEALTH
"@user This gave me anxiety and anger i didn't know I could conjure at 5 AM.Thank god it was a meme",OTHER
"Sports center covering golf is depressing",OTHER
"This season of Survivor is giving me an unhealthy amount of anxiety.",OTHER
"...  anxiously awaiting @user to release the @user tickets for September. #theslowhearts",OTHER
"#anxiety sucks!!!!!! I just want to sleep kinda normal......",MENTAL_HEALTH
"@user Depression face",MENTAL_HEALTH
"I hate depression. @BTS_twt #TeenChoice #BTSARMY #ChoiceFandom",MENTAL_HEALTH
"A self aware GIF gets performance anxiety as it attempts to ssh into a person's drill bit as soon as it is happy with the person it's become",OTHER
"My anxiety has been through the roof lately and I feel like I have no one to talk to and I just need a friend",MENTAL_HEALTH
"Booking a one-way flight gives me a mild anxiety ☹️",OTHER
"@user cant fucking wait its pretty damn depressing to live with mom at 21",OTHER
"@user I hope so too ;-; I have a feeling I am probably panicking over nothing but I always do this because of how anxious I get &gt;.&lt;;",OTHER
"If we arguing I'm always gone win😂💯, cause u bitches always end up mad or depressed at the end😘!",OTHER
"@user Omg, I'm anxious",MENTAL_HEALTH
"sorting out important papers and its making me anxious af",OTHER
"my anxiety has been so high these past 7/8 days it's just too much i can't function",MENTAL_HEALTH
"@user I've never been so depressed in my life😭",MENTAL_HEALTH
"@user @user I'm actually findnig place to escape from proff depression here on twitter 🤣 meme war would be perfect. 😍",OTHER
"At 04:30 I'm drugging myself and going to bed. If I don't wake up 💀 lmao as if my anxiety won't wake me up 😬",MENTAL_HEALTH
"@user we're all just depressed hoes huh",MENTAL_HEALTH
"Nothing makes me more anxious than trying to catch my shopping when it's coming off the till at hyperspeed in #Aldi",OTHER
"the mental health descriptions gave me anxiety I don't even have OCD",MENTAL_HEALTH
"Having depression feels like the only way to fix having it is isolating yourself from the world.",MENTAL_HEALTH
"Health anxiety is literallly the worst!!! Like my ear is sore and google just ain't helping",MENTAL_HEALTH
"Depression shopping, yay",MENTAL_HEALTH
"I been having to smoke before work &amp; after and I hate it😩 only thing that helps a little w/ my anxiety when I have it every blue loom",MENTAL_HEALTH
"am i born with it or is it my anxiety",MENTAL_HEALTH
"when you feel so sad, upset, worried and depressed with no reason .. what does that mean?",MENTAL_HEALTH
"Thread: There is nothing more depressing than listening to my grandparent's conversation at breakfast.",OTHER
"Twitter highkey depressing these days . I might be off it for a while . Tryna keep my vibrations high.",OTHER
"😂😭😂😂  RT @user GOT is giving me anxiety",OTHER
"Sending my mom lighthearted depression memes when I'm in a depressive episode is a mood",MENTAL_HEALTH
"Bella's month by month montage of depression.biTCHH ME TOO. 🗣🗣🗣🗣",OTHER
"@user It's made me so depressed I can't stand it",MENTAL_HEALTH
"Depression is not taken serious enough.",OTHER
"i'm going to italy tomorrow night n i'm kinda anxious but no worries ://",OTHER
"@user both have to move bc we can't afford college &amp; are also *checks notes*depressed",MENTAL_HEALTH
"Moved to Manipal today for further studies. Even after 5 years of hostel experience, new places and new people kick in a lot of anxiety.",MENTAL_HEALTH
"@user @user well not the anxiety but the rest! &lt;3",OTHER
"@user @user @user Depressing how much the Democrats and Republicans are willing to lose in attempting to win.",OTHER
"Communicating through voice notes gives me actual anxiety, i sound like an actual 50 year old male who smokes 50+ a day",MENTAL_HEALTH
"@user That's life for ya. But antidepressants help manage it.",MENTAL_HEALTH
"@user I feel like we fucked up. I'm almost depressed about this",OTHER
"I wish more small businesses had animals inside. Like an office cat or dog. Give me something to calm my social anxiety.",MENTAL_HEALTH
"@user Anxiety takes over when it comes to this team.",MENTAL_HEALTH
"Cast all your anxiety on Him because He cares for you. // 1 Peter 5:7",OTHER
"Lil peep and xxxtentacion music was trash as fuck only depressed pussy listen to that shit",OTHER
"I get anxiety when I'm sent someone's IG page lol",OTHER
"@user @user @user @user @user You can see in his eyes and body language something is not right. Very anxious!",OTHER
"well that's depressing",OTHER
"Let me keep it 💯 most of my depression will calm down if I had money 💸💸💸 out the ass ...",MENTAL_HEALTH
"What a depressed night",MENTAL_HEALTH
"@user got me depressed 😢 don't get me wrong I wanted the evil characters to die but godamn!",OTHER
"@user @user @user himself, to be exceedinglyanxious",OTHER
"My Twitter has been so depressing lately I need to headbang to feel better.",OTHER
"The amount of anxiety I've been having the past couple days is insane.",MENTAL_HEALTH
"I'm thinking I might be mildly depressed legitimately",MENTAL_HEALTH
"Lil bit anxious that #slovenia look like brother and sister and are shagging eachother with their eyes #Eurovision",OTHER
"Somehow, in the last two days, the universe has opened my eyes as to where a lot of my insecurities and anxieties come from.",MENTAL_HEALTH
"@user His anxiety meds must be working. I mean standing TOP means showing his forearms is scandalous. But that chest! My god.",OTHER
"Watching Leonardo get in a fight with that bear sparked my anxiety",OTHER
"im depressed its so fucking long until i meet friends",MENTAL_HEALTH
"Depression slapped me in my face today, imma go back to sleep",MENTAL_HEALTH
"anxiety at an all time low. 🥂",OTHER
"@user I ain't depressed my guy just have anxiety attacks that stress me out. Cheers man",MENTAL_HEALTH
"@user My life being a giant ball of stress and anxiety and my brain being a broken piece of shit, mostly",MENTAL_HEALTH
"this is incredibly depressing",MENTAL_HEALTH
"Twitter typos depress me 😅",OTHER
"My anxiety is skyrocketing lately so please be patient with me if I take a long time to reply to you :|",MENTAL_HEALTH
"Stuck in the depression but life goes on",MENTAL_HEALTH
"DID YOU JUST SAY DEPRESSING OC CONCEPT???",OTHER
"I honestly can't go to sleep now, my anxiety is through the roof",MENTAL_HEALTH
"Snapchat's got some type of depression Ad on it, and it's triggering as shit, it's also awful to hear, needs to be taken off lol.",OTHER
"Feels like love islands been on forever... the day it started we went on honeymoon. Depressing 😕 #loveisland",OTHER
"#CBD tends to cure my anxiety ngl",MENTAL_HEALTH
"Sure sex is good, but have you ever tried to sAy nO tO DePreSSiOn?",OTHER
"I'm so happpppppy with my life. People please stop asking why I'm sad-mad-depressed-high-ITS JUST MY FACE💀💀💀💀💀💀🤷🏼‍♀️",OTHER
"When thinking about life remember this: no amount of guilt can solve the past and no amount of anxiety can change the future.",OTHER
"Faye cured my depression.",OTHER
"Reading this back it sounds cocky but it's not, I just say no to every plan new people try to make with me because I have social anxiety",MENTAL_HEALTH
"I'm so depressed rn..... going to smoke up and Idk",MENTAL_HEALTH
"Gotta love that depression and anxiety that makes you feel like throwing up.",OTHER
"@user Arlington being spelt wrong in your name gives me anxiety",OTHER
"@user What a depressing team that would make",OTHER
"I need love, I'm depressed, I'm a fool, I'm a mess",MENTAL_HEALTH
"People who regularly help others are significantly happier and less likely to become depressed as they get older.",OTHER
"@user This gif gave me anxiety lmaooofjdjdkd",OTHER
"Has this guy tried to even understand depression before coming up with this BS conclusion?",MENTAL_HEALTH
"the tl has been depressing today i hope everyone has a better day tomorrow goodnight!",OTHER
"@user Can you please fix it soon. I am having freaking anxienty here",OTHER
"Anxious to watch @user in action!!!  A talented group at every position!!! @user",OTHER
"@user @user Depressed",OTHER
"anxiety attack begins",MENTAL_HEALTH
"@user because family guy is the viewing equivalent of depression food",OTHER
"Arsenal fans all depressed that they lost today wait till Saturday y'all gonna be big sad",OTHER
"my shoes have wheels because the depression doesn't stop",OTHER
"So much anxiety right now",MENTAL_HEALTH
"Stress, anxiety &amp; depression are the result when we are living to please others. -Paulo Coelho",OTHER
"@user my plethora of memes is not that large, it's mainly depressive shit;;;",OTHER
"when i send a risky text i always hide the person's alerts idk why but it makes me feel less anxious",OTHER
"@user Not depressing....disgusting! This person showed no backbone, whatsoever. Or maybe he was threatened...",OTHER
"Depressed me and the positive changes I made while I was feeling better",OTHER
"@user @user @user Or what does liking pics have to with depression....this tweet is dumb",OTHER
"My anxiety is through the roof today",MENTAL_HEALTH
"@user @user @user Depression is a bitch.",MENTAL_HEALTH
"@user anxiously awaiting for the cans to hit stores",OTHER
"Lofl my anxiety ruins my life",MENTAL_HEALTH
"I've been in a good mood all morning and then BAM depression just hit my in the face lmao",MENTAL_HEALTH
"@user Anxiety at being stuck in a lift with people where there's no space makes me do it",OTHER
"The post PAX withdrawal/depression is damn real. Unplugged can't come soon enough!",OTHER
"Chicago traffic gives me fucking anxiety",OTHER
"my first foray into writing simon/markus: Simon is a depressed old man and Markus is his manic pixie dream twink.",OTHER
"I think he's trying to get killed. He's always saying he's depressed so u never know",OTHER
"So much for self care and relaxation. Anxiety up the ass 😖",MENTAL_HEALTH
"its a depressing day to be a madridista im going to bed",OTHER
"@user I agree with you. I also use fidgets, they've been invaluable to me in situations when I'm coping with high anxiety.",MENTAL_HEALTH
"Depress your mentions, ain't got to be a bighead",MENTAL_HEALTH
"Today has been pretty shit but  I did wash my sheets so at least I can be depressed in a nice clean bed!",OTHER
"@user Low key i wish my mom knew she had anxiety and that i inherited it. It could have helped majorly with my life",OTHER
"forgot to get veggies on bowl im depressed",OTHER
"63 hours of depression and counting 👍🏼",MENTAL_HEALTH
"Anxiety on 10000",MENTAL_HEALTH
"19 is just as depressing as18...",OTHER
"I wish everyone would understand that when having depression, you can't control your thoughts. Instead, your thoughts control you.",MENTAL_HEALTH
"Birthday tomorrow. Only one year until the rather more depressing landmark one! Woo!",OTHER
"OH MY GODTELL ME WHO IS THIS PERSONOZKSOKAXOAK I'M CURIOUS AND ANXIOUS ABOUT THAT",OTHER
"why did i agree to 8am shifts, my anxiety is so bad every morning i feel like i'm going to puke",MENTAL_HEALTH
"i just remember i got paid time to dump money to get rid of my depression",MENTAL_HEALTH
"I just had one of the worst anxiety attacks I've had in a cool min what's uppppp 🤪",MENTAL_HEALTH
"@user This is so cool!! Thank you for considering those of us with social anxiety, @user love you you're awesome!",MENTAL_HEALTH
"I hate anxiety. Haven't eaten all damn day",MENTAL_HEALTH
"What cures my depression? Baby Zia's small long hugs and l'amour de ma famille 💕",MENTAL_HEALTH
"im kinda glad i didnt go to the movie 😳 just from videos im already anxious jfc",OTHER
"I absolutely hate not being able to fall asleep... Anxiety drives me insane.",MENTAL_HEALTH
"@user Oh wow!!! lol that's depressing on this end",OTHER
"friend: is depressedme, struggling to help them feel better:",MENTAL_HEALTH
"my life is just me trying to say something about how depressed and sad i feel all the time while being convinced nobody needs that kinda bs",OTHER
"Today, woke up to blessings on blessings. It's the small reminder my anxiety needed 👏🏽🙏🏽🙌🏽",OTHER
"When they say to use fitness to help with depression",OTHER
"Actually parang wala namang rason para maging sad ako but my anxiety casts all the happiness aside. 😞",OTHER
"i get depressed. i buy a DVD on ebay. its the perfect system really!",OTHER
"Stressed and depressed x1000 lol",MENTAL_HEALTH
"depressed - edgy thot",MENTAL_HEALTH
"did tess have like an episode of anxiety? anxiety attack? #SweetBitter",OTHER
"me: himy mom: oh good evening my depressed hoe",OTHER
"Anxiety just hit me so hard",MENTAL_HEALTH
"I'm up super early coz I just had a really depressing dream and I now need yt :(",OTHER
"haven't taken my anxiety medicine in like 2 weeks, which is probably why I feel like my life is falling apart. whoops, I better get on that",MENTAL_HEALTH
"this is the pdx depression",MENTAL_HEALTH
"guess who has a bucket load of anxiety on this fine morning",MENTAL_HEALTH
"Gotta stop letting depression get the best of me.",MENTAL_HEALTH
"@user Anxiously waiting for his treat:) wondering where it is.",OTHER
"that was honestly horrible advice and that just made me more anxious ahshajjaabsnaksnns",OTHER
"being a depress person ain't a jk",MENTAL_HEALTH
"Depression meal is bagel bites with mint chocolate chip ice cream",OTHER
"im not happy - in fact i feel miserable, anxious, lonely and horrible. all the time.",MENTAL_HEALTH
"Loosing everything little by little ... breaking down day after day .. sleeping thru my depression everyday.. when will it end",MENTAL_HEALTH
"@user Wow I thought this product would cater towards my 90s nostalgia, not my 2018 depression.",MENTAL_HEALTH
"@user And I'm stunned and depressed it's that high.",MENTAL_HEALTH
"Curse you anxiety. Why do you only manifest yourself at night with nausea and disrupt my sleep 😭😭😭",MENTAL_HEALTH
"Music and love cures my depression",MENTAL_HEALTH
"At a time when depression &amp; mental illness are so prevalent in our society, we must carefully govern what information we let into our minds.",OTHER
"save me from depression cuz my life got no direction",MENTAL_HEALTH
"@user my dear melancholy but like ... 1029382x more depressing",MENTAL_HEALTH
"The lack of a stylus with Super Mario Maker 2 is really depressing. Where you at @user",OTHER
"Just sitting in my OB's office is making me so anxious. I'm so ready to meet my little nugget!",OTHER
"This summer is going to be a lot I can feel it now they already cutting up, and it's the exact reason I get anxiety going out.",MENTAL_HEALTH
"@user I hate this cause people say oh well at least you have food. Like that stops depression or feeling sad/unhappy",MENTAL_HEALTH
"@user anxiety&gt; @user anxiety #BattleOfWinterfellDay",OTHER
"The reason why ga makes me anxious and why I don't want front row hhhh help",OTHER
"Despite what your public school education taught you, the New Deal was not the cure to the great depression",OTHER
"@user I'm ok now had a rough night with my anxiety which leads to stomache pain I'm ok 🙂 &lt;3",MENTAL_HEALTH
"@user Truly am anxious about it lol I will soon though 😂",OTHER
"I check the local spca website every day to look at cats and it's so depressing seeing how many bunny's have showed up in the last month :(",OTHER
"i literally feel left out every day im  so depressed",MENTAL_HEALTH
"@user You nailed it. Actually, I did notice! And that made me supremely more anxious.",OTHER
"@user Our athem sounds depressing, but I guess it's pretty cool 🦁🇳🇱",OTHER
"Anxiety is so fucking CATCHY but selena's entrance sucks tbh just her entrance tho she killed the rest🔥",OTHER
"Someone convince me to go to WrestleMania next year and not let my stupid anxiety get in the way!!! :(",OTHER
"take care of ur mental health — the really depressed girl",MENTAL_HEALTH
"me: needs attention also me: gets incredibly anxious when people look at me",MENTAL_HEALTH
"i'm sorry for so many depressing tweets lately i just feel like i have to put my thoughts somewhere",MENTAL_HEALTH
"I give myself anxiety",MENTAL_HEALTH
"Ahhh I'm finally feeling like myself again 😩👏🏾👏🏾 depression you bitch you almost got me 😂",MENTAL_HEALTH
"im all alone and depressed",MENTAL_HEALTH
"@user @user yeh, uh, unless you wanna deal with my anxiety ridden self then sure 😆",MENTAL_HEALTH
"@user Just a wave of normal depression poking through the post concert depression. It's all good though.",MENTAL_HEALTH
"WHY AM I DEPRESSED?",MENTAL_HEALTH
"@user aaaa i forgot an expression, tired or depressed would be great, your choice",MENTAL_HEALTH
"jsjdjdjf i talk as if i haven't been big sad as it is but it's really almost annual hailey depression week",MENTAL_HEALTH
"@user another anxiety chat any time soon? 😘🙏🏼",OTHER
"@user 🗣I have depression!",MENTAL_HEALTH
"Driving in this weather with Leo in the car gets my anxiety through the roof 😖",OTHER
"I am so anxious right now I can literally feel my whole body tensing up",MENTAL_HEALTH
"'You're too young to be depressed'",MENTAL_HEALTH
"i feel like they have an issue with me. or is it just my anxiety?",MENTAL_HEALTH
"my irl caught me checking cals on a bag of popcorn and my anxiety is thru the roof",MENTAL_HEALTH
"Sundays suck.Tooo anxious to sleep.Perfect.",MENTAL_HEALTH
"Do u think if I baked the book Rewriting The Rules into a cake and ate it, my anxiety would disappear",MENTAL_HEALTH
"Study shows 30% of teens with T1D have depressive symptoms! This disease is hard on our kids.",OTHER
"I wish test anxiety wasn't a thing",MENTAL_HEALTH
"How I go from feeling so so happy to severe anxiety and panic attacks I will never know",MENTAL_HEALTH
"I'm depressed they're making a Hulu series and didn't cast @user as Alaska",MENTAL_HEALTH
"'You look so tired' Is call depression",MENTAL_HEALTH
"@user I'll be your depression medicine",OTHER
"Some of you don't have anxiety, you just have to pooh",OTHER
"well fucking joke on u because im already extremely depressed",MENTAL_HEALTH
"If you watch porn in HD you can literally see the depression on their faces.",OTHER
"I'm so horny but I am depressed",MENTAL_HEALTH
"The streets of England are quiet. This is depressing.",MENTAL_HEALTH
"Candle feels depress and isolated she hid in a cave.",OTHER
"the closer to summer means the closer to a new rick and morty season but also the seasonal depression that comes with it",MENTAL_HEALTH
"someone: h-me, someone with crippling social anxiety: hï! ωhα†'š ψ⊕ur ƒα∀⊕rï†ε pεïςε ⊕ƒ ƒuηï†urε",OTHER
"depression and obsession don't mix well i'm poisoned and my body don't feel well",MENTAL_HEALTH
"@user Im not depressed 😂💀💀 I was chillin and thought about it",OTHER
"My friends are the cause of my anxiety levels going thru the fucking roof",MENTAL_HEALTH
"ive joined a lot of discords while of been on here and I don't remember who is on all of them and it makes me anxious",MENTAL_HEALTH
